"STATION","NAME","DATE","TMAX","TMIN"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-10-25","69","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-10-26","73","58"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-10-27","75","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-10-28","74","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-10-29","74","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-10-30","61","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-01","77","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-02","77","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-03","66","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-04","71","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-05","74","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-06","59","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-07","60","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-08","55","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-09","58","45"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-10","61","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-11","57","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-12","61","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-13","58","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-14","60","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-15","65","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-16","68","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-17","63","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-18","63","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-19","62","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-20","62","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-21","62","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-22","57","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-23","60","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-24","64","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-25","59","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-26","62","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-27","63","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-28","60","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-29","62","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-11-30","61","45"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-01","63","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-02","63","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-03","62","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-04","65","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-05","60","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-06","61","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-07","71","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-08","71","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-09","65","49"
